Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-201688,"WNT mediated activation of DVL",2,12,7.903576368306659E-4,0.1894183951439935,0.5139667094100329,4,4,2.841312686461145E-4,9606,Homo sapiens,"CSNK2A1;DVL3","","R-HSA-201717;R-HSA-3772435;R-HSA-3772434;R-HSA-3772436"
R-HSA-8866907,"Activation of the TFAP2 (AP-2) family of transcription factors",2,12,7.903576368306659E-4,0.1894183951439935,0.5139667094100329,4,4,2.841312686461145E-4,9606,Homo sapiens,"TFAP2C;YEATS4","","R-HSA-8864278;R-HSA-8864307;R-HSA-8864595;R-HSA-8864577"
R-HSA-5218900,"CASP8 activity is inhibited",2,12,7.903576368306659E-4,0.1894183951439935,0.5139667094100329,2,2,1.4206563432305724E-4,9606,Homo sapiens,"CASP8;FADD","","R-HSA-3465429;R-HSA-5675456"
R-HSA-430116,"GP1b-IX-V activation signalling",2,12,7.903576368306659E-4,0.1894183951439935,0.5139667094100329,5,7,4.972297201307004E-4,9606,Homo sapiens,"COL1A1;COL1A2","","R-HSA-430096;R-HSA-430076;R-HSA-443418;R-HSA-443402;R-HSA-430073"
R-HSA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",2,12,7.903576368306659E-4,0.1894183951439935,0.5139667094100329,2,5,3.5516408580764315E-4,9606,Homo sapiens,"NCSTN;ADAM10","","R-HSA-9604294;R-HSA-9604264"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",8,83,0.005466640321412105,0.1899371038945854,0.5139667094100329,9,32,0.002273050149168916,9606,Homo sapiens,"RPN2;PSMD14;PSMB3;PSMC4;PSME3;CNPY2;SKP2","","R-HSA-8939688;R-HSA-8939801;R-HSA-8939929;R-HSA-9008475;R-HSA-8939706;R-HSA-8939900;R-HSA-9008110;R-HSA-8939938;R-HSA-9009362"
R-HSA-912446,"Meiotic recombination",6,58,0.0038200619113482183,0.1905034738080924,0.5139667094100329,7,9,6.392953544537576E-4,9606,Homo sapiens,"RAD50;CDK4;H2AFX;HIST1H2BH;NBN;HIST1H2BD","","R-HSA-912429;R-HSA-912458;R-HSA-912503;R-HSA-9023941;R-HSA-912496;R-HSA-9023943;R-HSA-1214188"
R-HSA-171306,"Packaging Of Telomere Ends",4,34,0.0022393466376868865,0.19095601307329668,0.5139667094100329,2,2,1.4206563432305724E-4,9606,Homo sapiens,"H2AFX;HIST1H2BH;TERF1;HIST1H2BD","","R-HSA-181450;R-HSA-176700"
R-HSA-5620971,"Pyroptosis",4,34,0.0022393466376868865,0.19095601307329668,0.5139667094100329,10,23,0.0016337547947151583,9606,Homo sapiens,"IL18;TP53;DFNA5","","R-HSA-9647632;R-HSA-9710263;R-HSA-449058;R-HSA-9710306;R-HSA-9710354;R-HSA-9710323;R-HSA-9710254;R-HSA-6805981;R-HSA-114284;R-HSA-9647660"
R-HSA-447115,"Interleukin-12 family signaling",9,96,0.006322861094645327,0.19156232469810686,0.5139667094100329,25,114,0.008097741156414264,9606,Homo sapiens,"HSPA9;CANX;STAT3;RPLP0;P4HB;MIF","","R-HSA-8950732;R-HSA-8950733;R-HSA-8984014;R-HSA-8950724;R-HSA-8950342;R-HSA-8950362;R-HSA-8984021;R-HSA-8950740;R-HSA-8950485;R-HSA-8984023;R-HSA-8950441;R-HSA-8952749;R-HSA-8950113;R-HSA-8950183;R-HSA-8950456;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-8950398;R-HSA-8950322;R-HSA-8950387;R-HSA-8950389;R-HSA-8950518;R-HSA-8950583;R-HSA-8952823"
R-HSA-8957275,"Post-translational protein phosphorylation",10,109,0.007179081867878548,0.1920366487358136,0.5139667094100329,1,1,7.103281716152862E-5,9606,Homo sapiens,"VCAN;CDH2;SPP1;CALU;SPP2;ADAM10;P4HB;MSLN;CKAP4;KTN1","","R-HSA-8952289"
R-HSA-9035034,"RHOF GTPase cycle",5,46,0.0030297042745175526,0.19259887070974302,0.5139667094100329,2,3,2.1309845148458588E-4,9606,Homo sapiens,"SLC4A7;MTMR1;STEAP3;ESYT1;ARHGAP5","","R-HSA-9693282;R-HSA-9693125"
R-HSA-73927,"Depurination",5,46,0.0030297042745175526,0.19259887070974302,0.5139667094100329,10,19,0.001349623526069044,9606,Homo sapiens,"MPG;H2AFX;HIST1H2BH;TERF1;HIST1H2BD","","R-HSA-110240;R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-110248;R-HSA-110251;R-HSA-110250;R-HSA-110239;R-HSA-9629373;R-HSA-110238"
R-HSA-73894,"DNA Repair",30,381,0.025093854969373643,0.1929686468237053,0.5139667094100329,196,339,0.024080125017758205,9606,Homo sapiens,"PRKDC;MPG;GPS1;BRCC3;PRPF19;YY1;NBN;TOPBP1;TP53BP1;ASCC3;KPNA2;FANCI;MBD4;TIPIN;UBE2I;RFC2;FANCL;H2AFX;TERF1;PALB2;FANCF;RAD50;CDK7;KIAA0101;HIST1H2BH;COPS8;TP53;HIST1H2BD;CUL4B;ATR","","R-HSA-6785126;R-HSA-5656148;R-HSA-9684118;R-HSA-5656158;R-HSA-5685341;R-HSA-5693533;R-HSA-6786155;R-HSA-5683801;R-HSA-3785768;R-HSA-6786166;R-HSA-6782069;R-HSA-5687360;R-HSA-5685838;R-HSA-6786171;R-HSA-5690996;R-HSA-5686900;R-HSA-5690997;R-HSA-5691006;R-HSA-5693566;R-HSA-5693564;R-HSA-5691000;R-HSA-9629372;R-HSA-5693561;R-HSA-9629373;R-HSA-5691001;R-HSA-5693542;R-HSA-5693540;R-HSA-5693539;R-HSA-5693536;R-HSA-5690990;R-HSA-5690991;R-HSA-5693551;R-HSA-5690988;R-HSA-5693549;R-HSA-5683735;R-HSA-5657617;R-HSA-5651992;R-HSA-6782004;R-HSA-5689861;R-HSA-110171;R-HSA-110172;R-HSA-6785594;R-HSA-5652005;R-HSA-5657637;R-HSA-5657642;R-HSA-5652009;R-HSA-5656105;R-HSA-5686483;R-HSA-5683930;R-HSA-5686469;R-HSA-110231;R-HSA-9629195;R-HSA-110232;R-HSA-6782204;R-HSA-5683405;R-HSA-110239;R-HSA-110238;R-HSA-110240;R-HSA-6785732;R-HSA-5683967;R-HSA-110248;R-HSA-5683964;R-HSA-110251;R-HSA-5653756;R-HSA-110250;R-HSA-5653754;R-HSA-9629216;R-HSA-5683425;R-HSA-5685985;R-HSA-5685994;R-HSA-5684887;R-HSA-5693589;R-HSA-5684882;R-HSA-5693584;R-HSA-5696670;R-HSA-5693598;R-HSA-5693599;R-HSA-5696664;R-HSA-5693593;R-HSA-5655193;R-HSA-5693574;R-HSA-5693575;R-HSA-6782131;R-HSA-5696655;R-HSA-5693583;R-HSA-5693580;R-HSA-6782141;R-HSA-5686924;R-HSA-5686410;R-HSA-5693578;R-HSA-5684875;R-HSA-6782138;R-HSA-5652151;R-HSA-5693620;R-HSA-110307;R-HSA-110308;R-HSA-110311;R-HSA-5687484;R-HSA-110317;R-HSA-110316;R-HSA-5683384;R-HSA-110319;R-HSA-5683385;R-HSA-5693604;R-HSA-5693602;R-HSA-5682863;R-HSA-5693615;R-HSA-5693612;R-HSA-5682858;R-HSA-5687464;R-HSA-5693608;R-HSA-5686440;R-HSA-5687465;R-HSA-5693609;R-HSA-69891;R-HSA-5684052;R-HSA-5655892;R-HSA-5653840;R-HSA-5651805;R-HSA-5687640;R-HSA-110353;R-HSA-110356;R-HSA-5653838;R-HSA-110363;R-HSA-6781818;R-HSA-110364;R-HSA-110368;R-HSA-110371;R-HSA-5686642;R-HSA-5687664;R-HSA-5684081;R-HSA-5682044;R-HSA-5687675;R-HSA-5687673;R-HSA-6790487;R-HSA-5684071;R-HSA-5690213;R-HSA-5687653;R-HSA-6785361;R-HSA-5651809;R-HSA-5682967;R-HSA-5653780;R-HSA-5682965;R-HSA-5683986;R-HSA-5685011;R-HSA-6788385;R-HSA-5653786;R-HSA-5655835;R-HSA-6788392;R-HSA-5653766;R-HSA-6790454;R-HSA-6785342;R-HSA-5653770;R-HSA-6782211;R-HSA-5682992;R-HSA-6782208;R-HSA-5684006;R-HSA-5682983;R-HSA-6782227;R-HSA-6782224;R-HSA-6782234;R-HSA-5684008;R-HSA-5682629;R-HSA-5654989;R-HSA-5654986;R-HSA-5654985;R-HSA-75172;R-HSA-6785986;R-HSA-75174;R-HSA-9629497;R-HSA-5689317;R-HSA-6782943;R-HSA-9629483;R-HSA-5682588;R-HSA-5686685;R-HSA-5655965;R-HSA-6781867;R-HSA-5682586;R-HSA-5683077;R-HSA-5684096;R-HSA-5686657;R-HSA-5687183;R-HSA-5684108;R-HSA-5686704;R-HSA-6781824;R-HSA-6781833;R-HSA-5655481;R-HSA-5682598;R-HSA-5685156;R-HSA-6781840;R-HSA-5682607;R-HSA-5684140;R-HSA-112123;R-HSA-112125;R-HSA-5655466;R-HSA-112124"
R-HSA-8939211,"ESR-mediated signaling",21,257,0.01692682605545676,0.19471855626857504,0.5139667094100329,34,114,0.008097741156414264,9606,Homo sapiens,"ATF2;NCOA2;TRAM1;SHC1;H2AFX;SMC3;PTK2;YY1;STAG1;DAP;XPO1;RAD21;CARM1;ZNF217;HIST1H2BH;KPNA2;HIST1H2BD","","R-HSA-9624272;R-HSA-9011981;R-HSA-9011983;R-HSA-9634584;R-HSA-9008258;R-HSA-9011975;R-HSA-9632412;R-HSA-9009371;R-HSA-9011997;R-HSA-9008285;R-HSA-9011985;R-HSA-9625482;R-HSA-9011984;R-HSA-9625487;R-HSA-9009065;R-HSA-9011949;R-HSA-9011950;R-HSA-9012000;R-HSA-9023840;R-HSA-9009378;R-HSA-9625465;R-HSA-9011941;R-HSA-9012196;R-HSA-9023846;R-HSA-9008315;R-HSA-9632868;R-HSA-9011966;R-HSA-9012209;R-HSA-9011952;R-HSA-9012208;R-HSA-9023859;R-HSA-9632873;R-HSA-9023860;R-HSA-9009526"
R-HSA-195258,"RHO GTPase Effectors",26,326,0.02147138246723309,0.19521335036995036,0.5139667094100329,48,113,0.008026708339252734,9606,Homo sapiens,"ARPC1B;BUB1B;IQGAP1;XPO1;DVL3;KNTC1;BUB3;WASF1;BUB1;NCK1;ACTR3;ACTR2;NCOA2;PPP1R12A;H2AFX;RHOD;PTK2;KTN1;CENPF;ABI2;PRC1;BIRC5;PIK3C3;HIST1H2BH;HIST1H2BD;PFN2","","R-HSA-5665751;R-HSA-2029469;R-HSA-3858489;R-HSA-2029466;R-HSA-5625745;R-HSA-5668947;R-HSA-3858495;R-HSA-5672083;R-HSA-5666129;R-HSA-2029465;R-HSA-5666001;R-HSA-5665809;R-HSA-5671772;R-HSA-419083;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-2197691;R-HSA-2197690;R-HSA-5625870;R-HSA-5665802;R-HSA-5626507;R-HSA-5672329;R-HSA-5626549;R-HSA-2197698;R-HSA-5668978;R-HSA-5666160;R-HSA-5672304;R-HSA-419232;R-HSA-442592;R-HSA-5665982;R-HSA-5625849;R-HSA-5625848;R-HSA-5665659;R-HSA-5625784;R-HSA-5666104;R-HSA-5666169;R-HSA-5626469;R-HSA-5665767;R-HSA-5625959;R-HSA-2130194;R-HSA-5671970;R-HSA-6798174;R-HSA-5671919;R-HSA-5625774;R-HSA-203070;R-HSA-5666088;R-HSA-2029473"
R-HSA-2559586,"DNA Damage/Telomere Stress Induced Senescence",7,71,0.00467628268458144,0.19557164035185015,0.5139667094100329,14,18,0.0012785907089075152,9606,Homo sapiens,"RAD50;H2AFX;HIST1H2BH;NBN;TERF1;TP53;HIST1H2BD","","R-HSA-5682044;R-HSA-3786258;R-HSA-4647594;R-HSA-6792712;R-HSA-4647593;R-HSA-3785768;R-HSA-5682020;R-HSA-5693540;R-HSA-5682018;R-HSA-3785711;R-HSA-5693612;R-HSA-4647613;R-HSA-5682026;R-HSA-5693609"
R-HSA-2142845,"Hyaluronan metabolism",3,23,0.0015148521372587763,0.1970950899717947,0.5139667094100329,5,13,9.234266230998721E-4,9606,Homo sapiens,"HEXA;HMMR","","R-HSA-2162225;R-HSA-2160915;R-HSA-2160884;R-HSA-2160892;R-HSA-9638076"
R-HSA-416993,"Trafficking of GluR2-containing AMPA receptors",3,23,0.0015148521372587763,0.1970950899717947,0.5139667094100329,1,3,2.1309845148458588E-4,9606,Homo sapiens,"AP2S1;AP2B1;AP2M1","","R-HSA-416639"
R-HSA-8849932,"Synaptic adhesion-like molecules",3,23,0.0015148521372587763,0.1970950899717947,0.5139667094100329,2,8,5.68262537292229E-4,9606,Homo sapiens,"DLG1;PTPRF","","R-HSA-8849891;R-HSA-8855648"
R-HSA-8852135,"Protein ubiquitination",8,84,0.005532503457814661,0.19819618904554082,0.5139667094100329,9,32,0.002273050149168916,9606,Homo sapiens,"CDC34;USP9X;UBE2S;PRKDC;TMEM208;HIST1H2BH;UBE2K;HIST1H2BD","","R-HSA-8852130;R-HSA-8852129;R-HSA-8852127;R-HSA-8853503;R-HSA-8938770;R-HSA-8942099;R-HSA-8942101;R-HSA-8938773;R-HSA-8853514"
R-HSA-5654708,"Downstream signaling of activated FGFR3",4,35,0.002305209774089442,0.20437438455097312,0.5139667094100329,22,23,0.0016337547947151583,9606,Homo sapiens,"FGF9;SHC1;FGF18","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654224;R-HSA-5654640;R-HSA-5654416;R-HSA-5654641;R-HSA-5654705;R-HSA-5654623;R-HSA-5654631;R-HSA-5654148;R-HSA-5654628;R-HSA-8941628;R-HSA-5654625;R-HSA-5654222;R-HSA-5654637;R-HSA-5654413;R-HSA-5654634;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409"
R-HSA-9674555,"Signaling by CSF3 (G-CSF)",4,35,0.002305209774089442,0.20437438455097312,0.5139667094100329,13,21,0.0014916891603921011,9606,Homo sapiens,"CUL5;SHC1;STAT3;TCEB2","","R-HSA-9705461;R-HSA-9674550;R-HSA-9705458;R-HSA-9674808;R-HSA-9705465;R-HSA-9705466;R-HSA-9674563;R-HSA-9674562;R-HSA-9674816;R-HSA-9674567;R-HSA-9705729;R-HSA-9674542;R-HSA-9705738"
R-HSA-6790901,"rRNA modification in the nucleus and cytosol",7,72,0.004742145820983995,0.20469424786588986,0.5139667094100329,2,8,5.68262537292229E-4,9606,Homo sapiens,"NOP14;DIMT1;KRR1;HEATR1;MPHOSPH10;IMP4;WDR46","","R-HSA-6790994;R-HSA-6790906"
R-HSA-5358346,"Hedgehog ligand biogenesis",7,72,0.004742145820983995,0.20469424786588986,0.5139667094100329,3,15,0.0010654922574229295,9606,Homo sapiens,"RPN2;PSMD14;PSMB3;PSMC4;PSME3;P4HB","","R-HSA-5362448;R-HSA-5358336;R-HSA-5358340"
R-HSA-69618,"Mitotic Spindle Checkpoint",10,111,0.007310808140683659,0.206538363352195,0.5139667094100329,6,7,4.972297201307004E-4,9606,Homo sapiens,"CENPF;XPO1;UBE2S;BIRC5;TMEM208;BUB1B;KNTC1;ANAPC5;BUB3;BUB1","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141423;R-HSA-141439;R-HSA-141437"
R-HSA-5689603,"UCH proteinases",9,98,0.006454587367450438,0.20705337739507912,0.5139667094100329,5,11,7.813609887768149E-4,9606,Homo sapiens,"YY1;UCHL1;RPN2;PSMD14;PSMB3;PSMC4;PSME3;OGT","","R-HSA-5665854;R-HSA-5689630;R-HSA-5665871;R-HSA-5690319;R-HSA-5689544"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",25,315,0.02074688796680498,0.20728064980672367,0.5139667094100329,7,9,6.392953544537576E-4,9606,Homo sapiens,"CUL7;CUL5;UBE3C;RPN2;PSMD14;UBA5;SIAH2;UBR4;LTN1;MEX3C;KLHL20;CDC34;UBE2S;PSMB3;PSMC4;PSME3;TMEM208;TCEB2;ANAPC5;RBBP6;TRIM37;SKP2;UBE2K","","R-HSA-983150;R-HSA-983147;R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-983153;R-HSA-983152"
R-HSA-948021,"Transport to the Golgi and subsequent modification",18,219,0.014424026872159653,0.20968695735941756,0.5139667094100329,31,60,0.004261969029691718,9606,Homo sapiens,"ARF3;COPB2;SEC23A;MCFD2;COPB1;GOSR1;MANEA;LMAN1;TFG;KDELR2;COPG1;SEC24D;SPTAN1;ACP1;COPE;B4GALT4;SEC31A","","R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-5694431;R-HSA-6809006;R-HSA-5694428;R-HSA-6809003;R-HSA-6809015;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-947991;R-HSA-964759;R-HSA-5694415;R-HSA-5694413;R-HSA-6807868;R-HSA-6807866;R-HSA-5694409;R-HSA-975919;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-5694436;R-HSA-5694435;R-HSA-5694446;R-HSA-5694441"
R-HSA-72187,"mRNA 3'-end processing",6,60,0.003951788184153329,0.21073651848211028,0.5139667094100329,3,3,2.1309845148458588E-4,9606,Homo sapiens,"NUDT21;CHTOP;DDX39A;FIP1L1;THOC2;SRSF11","","R-HSA-8849157;R-HSA-72180;R-HSA-72185"
R-HSA-2022923,"Dermatan sulfate biosynthesis",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,4,4,2.841312686461145E-4,9606,Homo sapiens,"VCAN;DSE","","R-HSA-2022063;R-HSA-2022061;R-HSA-2022052;R-HSA-2022065"
R-HSA-451308,"Activation of Ca-permeable Kainate Receptor",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,2,2,1.4206563432305724E-4,9606,Homo sapiens,"DLG1","","R-HSA-451283;R-HSA-451311"
R-HSA-390450,"Folding of actin by CCT/TriC",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,2,2,1.4206563432305724E-4,9606,Homo sapiens,"CCT6A;CCT2","","R-HSA-390453;R-HSA-390459"
R-HSA-140342,"Apoptosis induced DNA fragmentation",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,10,12,8.523938059383435E-4,9606,Homo sapiens,"CAD;KPNB1","","R-HSA-211186;R-HSA-211191;R-HSA-211239;R-HSA-211207;R-HSA-211206;R-HSA-211190;R-HSA-9029667;R-HSA-211193;R-HSA-211224;R-HSA-211247"
R-HSA-9020956,"Interleukin-27 signaling",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,8,20,0.0014206563432305726,9606,Homo sapiens,"CANX;STAT3","","R-HSA-8950441;R-HSA-8950733;R-HSA-8950782;R-HSA-8950398;R-HSA-8950387;R-HSA-8950485;R-HSA-8950518;R-HSA-8950342"
R-HSA-9683686,"Maturation of spike protein",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,3,8,5.68262537292229E-4,9606,Homo sapiens,"GANAB;CANX","","R-HSA-9686790;R-HSA-9683663;R-HSA-9683772"
R-HSA-9693928,"Defective RIPK1-mediated regulated necrosis",2,13,8.562207732332214E-4,0.21339117476857705,0.5139667094100329,3,10,7.103281716152863E-4,9606,Homo sapiens,"CASP8;FADD","","R-HSA-9687458;R-HSA-9693929;R-HSA-2672196"
R-HSA-1793185,"Chondroitin sulfate/dermatan sulfate metabolism",7,73,0.004808008957386551,0.2139753401170359,0.5139667094100329,23,28,0.0019889188805228015,9606,Homo sapiens,"VCAN;CHPF;CHPF2;GPC1;HEXA;DSE","","R-HSA-2022911;R-HSA-1971487;R-HSA-1889981;R-HSA-1793176;R-HSA-9638064;R-HSA-1971482;R-HSA-2018682;R-HSA-1971483;R-HSA-1889978;R-HSA-9638075;R-HSA-2105001;R-HSA-2065233;R-HSA-1878002;R-HSA-2022065;R-HSA-9632034;R-HSA-2022063;R-HSA-2022061;R-HSA-9632033;R-HSA-2022056;R-HSA-2022052;R-HSA-1971491;R-HSA-2018659;R-HSA-1889955"
R-HSA-5218859,"Regulated Necrosis",7,73,0.004808008957386551,0.2139753401170359,0.5139667094100329,16,48,0.003409575223753374,9606,Homo sapiens,"CASP8;IL18;FADD;TP53;OGT;DFNA5","","R-HSA-9686930;R-HSA-3465429;R-HSA-9647632;R-HSA-9710263;R-HSA-449058;R-HSA-9710354;R-HSA-9710323;R-HSA-9687828;R-HSA-114284;R-HSA-5357828;R-HSA-9710306;R-HSA-5675456;R-HSA-5213462;R-HSA-9710254;R-HSA-6805981;R-HSA-9647660"
R-HSA-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",3,24,0.0015807152736613318,0.21402827987058293,0.5139667094100329,3,3,2.1309845148458588E-4,9606,Homo sapiens,"UBE2S;TMEM208;ANAPC5","","R-HSA-174227;R-HSA-174120;R-HSA-174157"
R-HSA-9709603,"Impaired BRCA2 binding to PALB2",3,24,0.0015807152736613318,0.21402827987058293,0.5139667094100329,1,1,7.103281716152862E-5,9606,Homo sapiens,"RAD50;NBN;PALB2","","R-HSA-9709601"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",9,99,0.006520450503852994,0.21498467048234637,0.5139667094100329,8,9,6.392953544537576E-4,9606,Homo sapiens,"CEP57;CEP135;TUBB;FGFR1OP;NEK2;CEP63;TUBG1;NINL;CEP290","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-9772573,"Late SARS-CoV-2 Infection Events",9,99,0.006520450503852994,0.21498467048234637,0.5139667094100329,8,69,0.004901264384145476,9606,Homo sapiens,"SRPK2;GANAB;UBE2I;RPN2;GALNT1;CANX;EDEM2;MAGT1;DDOST","","R-HSA-9694337;R-HSA-9696807;R-HSA-9686790;R-HSA-9694438;R-HSA-9729330;R-HSA-9694793;R-HSA-9729307;R-HSA-9694364"
R-HSA-8853884,"Transcriptional Regulation by VENTX",5,48,0.0031614305473226635,0.21567504841838525,0.5139667094100329,3,13,9.234266230998721E-4,9606,Homo sapiens,"UBE2S;TMEM208;ANAPC5;TP53","","R-HSA-8853911;R-HSA-3790130;R-HSA-8853915"
R-HSA-212165,"Epigenetic regulation of gene expression",12,139,0.009154975959955214,0.2169818049380321,0.5139667094100329,27,34,0.0024151157834919734,9606,Homo sapiens,"MBD3;DNMT1;TAF1D;CDK7;CBX3;H2AFX;MTF2;HIST1H2BH;CHD4;TTF1;HIST1H2BD;EZH2","","R-HSA-5334097;R-HSA-427527;R-HSA-5334160;R-HSA-5334099;R-HSA-5334164;R-HSA-427404;R-HSA-433672;R-HSA-427528;R-HSA-427336;R-HSA-427337;R-HSA-5250947;R-HSA-5334151;R-HSA-427409;R-HSA-5334152;R-HSA-212252;R-HSA-427366;R-HSA-5250930;R-HSA-212263;R-HSA-5211239;R-HSA-5250938;R-HSA-74987;R-HSA-5227490;R-HSA-212269;R-HSA-427383;R-HSA-5334179;R-HSA-427514;R-HSA-212222"
R-HSA-3858494,"Beta-catenin independent WNT signaling",14,166,0.01093328064282421,0.21758381311272446,0.5139667094100329,16,51,0.00362267367523796,9606,Homo sapiens,"RPN2;PSMD14;ITPR2;AP2B1;PSMB3;PSMC4;PSME3;AP2S1;DVL3;ROR1;TCF3;AP2M1;WNT4","","R-HSA-3858491;R-HSA-8944362;R-HSA-3858489;R-HSA-5140747;R-HSA-3858495;R-HSA-4411365;R-HSA-3858482;R-HSA-3858480;R-HSA-5140741;R-HSA-5138433;R-HSA-4608855;R-HSA-3858475;R-HSA-169680;R-HSA-5138459;R-HSA-3965450;R-HSA-4420052"
R-HSA-5334118,"DNA methylation",4,36,0.0023710729104919974,0.2180580028511031,0.5139667094100329,7,7,4.972297201307004E-4,9606,Homo sapiens,"DNMT1;H2AFX;HIST1H2BH;HIST1H2BD","","R-HSA-5334097;R-HSA-5334160;R-HSA-5334099;R-HSA-5334179;R-HSA-5334164;R-HSA-5334151;R-HSA-5334152"
R-HSA-5654716,"Downstream signaling of activated FGFR4",4,36,0.0023710729104919974,0.2180580028511031,0.5139667094100329,22,23,0.0016337547947151583,9606,Homo sapiens,"FGF9;SHC1;FGF18","","R-HSA-5654422;R-HSA-5654423;R-HSA-5654418;R-HSA-5654163;R-HSA-8941613;R-HSA-5654655;R-HSA-5654428;R-HSA-5654717;R-HSA-5654653;R-HSA-5654426;R-HSA-5654714;R-HSA-5654651;R-HSA-5654425;R-HSA-5654169;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664"
R-HSA-76046,"RNA Polymerase III Transcription Initiation",4,36,0.0023710729104919974,0.2180580028511031,0.5139667094100329,11,13,9.234266230998721E-4,9606,Homo sapiens,"GTF3C1;GTF3C2;POLR3D;GTF3A","","R-HSA-76052;R-HSA-112150;R-HSA-76054;R-HSA-76056;R-HSA-112152;R-HSA-83723;R-HSA-83803;R-HSA-83805;R-HSA-83788;R-HSA-76060;R-HSA-83790"
R-HSA-114452,"Activation of BH3-only proteins",4,36,0.0023710729104919974,0.2180580028511031,0.5139667094100329,12,19,0.001349623526069044,9606,Homo sapiens,"BAD;PMAIP1;TP53","","R-HSA-139906;R-HSA-4331331;R-HSA-139905;R-HSA-140214;R-HSA-198347;R-HSA-139899;R-HSA-140216;R-HSA-140217;R-HSA-139913;R-HSA-139897;R-HSA-4331327;R-HSA-4331340"
R-HSA-195721,"Signaling by WNT",26,332,0.02186656128564842,0.2205746489205611,0.5139667094100329,73,157,0.011152152294359995,9606,Homo sapiens,"WNT2B;PSMD14;RPN2;CSNK2A1;TNKS;TRRAP;H2AFX;USP34;ITPR2;AP2B1;SMARCA4;XPO1;PSMB3;PSMC4;PSME3;AP2S1;DVL3;HIST1H2BH;ROR1;TCF3;SOX4;HIST1H2BD;AP2M1;WNT4","","R-HSA-3858491;R-HSA-3858489;R-HSA-3322422;R-HSA-3858495;R-HSA-3858482;R-HSA-3364026;R-HSA-3769392;R-HSA-4641231;R-HSA-3322427;R-HSA-3858480;R-HSA-3322424;R-HSA-3781941;R-HSA-3781943;R-HSA-4608855;R-HSA-3858475;R-HSA-3238691;R-HSA-4411351;R-HSA-3769391;R-HSA-4420052;R-HSA-3238694;R-HSA-3640874;R-HSA-3364014;R-HSA-5665608;R-HSA-4411357;R-HSA-3640872;R-HSA-3769370;R-HSA-4411367;R-HSA-3451153;R-HSA-4411365;R-HSA-1504190;R-HSA-3640862;R-HSA-4641260;R-HSA-3640861;R-HSA-1504188;R-HSA-3772435;R-HSA-3772434;R-HSA-1504186;R-HSA-3640858;R-HSA-1458875;R-HSA-3772436;R-HSA-4641256;R-HSA-4411372;R-HSA-3965450;R-HSA-3640844;R-HSA-3451147;R-HSA-1504213;R-HSA-3299569;R-HSA-5140747;R-HSA-2130282;R-HSA-5140741;R-HSA-201677;R-HSA-5138433;R-HSA-3247840;R-HSA-169680;R-HSA-3247843;R-HSA-5138459;R-HSA-3247844;R-HSA-8944349;R-HSA-201685;R-HSA-1504193;R-HSA-5368582;R-HSA-201691;R-HSA-5368588;R-HSA-8944362;R-HSA-3361751;R-HSA-8944352;R-HSA-5229348;R-HSA-3247837;R-HSA-5626938;R-HSA-5334050;R-HSA-201712;R-HSA-201717;R-HSA-3364042"
R-HSA-73772,"RNA Polymerase I Promoter Escape",6,61,0.0040176513205558845,0.22112451637521868,0.5139667094100329,2,2,1.4206563432305724E-4,9606,Homo sapiens,"TAF1D;CDK7;CBX3;H2AFX;HIST1H2BH;HIST1H2BD","","R-HSA-73769;R-HSA-74986"
