Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-917729,"Endosomal Sorting Complex Required For Transport (ESCRT)",3,35,0.002305209774089442,0.40604700484323986,0.6665058674947857,2,4,2.841312686461145E-4,9606,Homo sapiens,"MVB12B;VPS37B","","R-HSA-917730;R-HSA-917696"
R-HSA-418990,"Adherens junctions interactions",3,35,0.002305209774089442,0.40604700484323986,0.6665058674947857,3,16,0.001136525074584458,9606,Homo sapiens,"CDH5;CTNNA1;ANG","","R-HSA-5692437;R-HSA-419002;R-HSA-419001"
R-HSA-187024,"NGF-independant TRKA activation",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"NTRK2","","R-HSA-9612996;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-109703,"PKB-mediated events",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"PDE3B","","R-HSA-162363;R-HSA-162425"
R-HSA-5603029,"IkBA variant leads to EDA-ID",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"NFKB2","","R-HSA-5228811;R-HSA-9630921"
R-HSA-165160,"PDE3B signalling",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"PDE3B","","R-HSA-162363;R-HSA-162425"
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"CASP9","","R-HSA-114261;R-HSA-114252"
R-HSA-5340588,"Signaling by RNF43 mutants",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,1,1,7.103281716152862E-5,9606,Homo sapiens,"FZD5","","R-HSA-5340587"
R-HSA-6791465,"Pentose phosphate pathway disease",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,4,2.841312686461145E-4,9606,Homo sapiens,"TAL1","","R-HSA-5659989;R-HSA-5659998"
R-HSA-9730628,"Sensory perception of salty taste",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,1,2,1.4206563432305724E-4,9606,Homo sapiens,"SCNN1B","","R-HSA-2672334"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,1,2,1.4206563432305724E-4,9606,Homo sapiens,"TGFBR2","","R-HSA-3304394"
R-HSA-8981373,"Intestinal hexose absorption",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,1,3,2.1309845148458588E-4,9606,Homo sapiens,"SLC5A1","","R-HSA-8932955"
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,2,10,7.103281716152863E-4,9606,Homo sapiens,"CASP9","","R-HSA-114361;R-HSA-114440"
R-HSA-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",1,8,5.269050912204439E-4,0.4099635701282194,0.6665058674947857,1,5,3.5516408580764315E-4,9606,Homo sapiens,"ARHGEF6","","R-HSA-432946"
R-HSA-9612973,"Autophagy",12,166,0.01093328064282421,0.4140360079557466,0.6665058674947857,37,108,0.007671544253445092,9606,Homo sapiens,"EEF1A1;EPAS1;DLC1;MVB12B;RRAGD;HBB;ATG4A;VPS37B;RNASE1;CFTR","","R-HSA-9646354;R-HSA-1632857;R-HSA-9626067;R-HSA-9646679;R-HSA-9641111;R-HSA-9641109;R-HSA-5672017;R-HSA-9631065;R-HSA-9624158;R-HSA-9631068;R-HSA-9646685;R-HSA-1632843;R-HSA-5681987;R-HSA-9646347;R-HSA-5675790;R-HSA-5672010;R-HSA-9626060;R-HSA-5682377;R-HSA-9646348;R-HSA-9626034;R-HSA-9626038;R-HSA-9646390;R-HSA-5672817;R-HSA-9622840;R-HSA-9626046;R-HSA-9641127;R-HSA-9664871;R-HSA-9625188;R-HSA-9620197;R-HSA-9615721;R-HSA-9646383;R-HSA-9622831;R-HSA-5678315;R-HSA-9625196;R-HSA-5673768;R-HSA-9625197;R-HSA-5678313"
R-HSA-991365,"Activation of GABAB receptors",4,50,0.0032931568201277745,0.41898538230549043,0.6665058674947857,8,8,5.68262537292229E-4,9606,Homo sapiens,"GNAL;ADCY9;KCNJ15;GNG11","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-977444,"GABA B receptor activation",4,50,0.0032931568201277745,0.41898538230549043,0.6665058674947857,8,9,6.392953544537576E-4,9606,Homo sapiens,"GNAL;ADCY9;KCNJ15;GNG11","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-2173789,"TGF-beta receptor signaling activates SMADs",4,50,0.0032931568201277745,0.41898538230549043,0.6665058674947857,21,44,0.0031254439551072597,9606,Homo sapiens,"PPP1R15A;FPR1;NEDD4L;TGFBR2","","R-HSA-178178;R-HSA-170850;R-HSA-2176417;R-HSA-2176416;R-HSA-2128994;R-HSA-178218;R-HSA-4332235;R-HSA-173483;R-HSA-173512;R-HSA-2127562;R-HSA-4332236;R-HSA-178189;R-HSA-170861;R-HSA-170835;R-HSA-170868;R-HSA-2169046;R-HSA-170843;R-HSA-2179291;R-HSA-2169050;R-HSA-170846;R-HSA-2179293"
R-HSA-2022854,"Keratan sulfate biosynthesis",3,36,0.0023710729104919974,0.42345419819823027,0.6665058674947857,9,9,6.392953544537576E-4,9606,Homo sapiens,"SLC35D2;PRELP;CHST5","","R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-2046180;R-HSA-744231"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",3,36,0.0023710729104919974,0.42345419819823027,0.6665058674947857,21,22,0.0015627219775536298,9606,Homo sapiens,"HEY1;MAMLD1","","R-HSA-9021480;R-HSA-9021451;R-HSA-9021450;R-HSA-9018538;R-HSA-9021325;R-HSA-9016751;R-HSA-9018542;R-HSA-9013568;R-HSA-9021412;R-HSA-9021478;R-HSA-9016861;R-HSA-9014141;R-HSA-9013567;R-HSA-9013631;R-HSA-9021406;R-HSA-9014129;R-HSA-9013488;R-HSA-9016916;R-HSA-9013652;R-HSA-9017398;R-HSA-9021334"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",3,36,0.0023710729104919974,0.42345419819823027,0.6665058674947857,10,16,0.001136525074584458,9606,Homo sapiens,"GNA11;ARRB1;GNG11","","R-HSA-396996;R-HSA-397891;R-HSA-418163;R-HSA-418158;R-HSA-114552;R-HSA-396941;R-HSA-418170;R-HSA-397835;R-HSA-418091;R-HSA-114558"
R-HSA-114452,"Activation of BH3-only proteins",3,36,0.0023710729104919974,0.42345419819823027,0.6665058674947857,4,19,0.001349623526069044,9606,Homo sapiens,"PPP3CC;DLC1;TP73","","R-HSA-139906;R-HSA-139913;R-HSA-139918;R-HSA-4331340"
R-HSA-5675482,"Regulation of necroptotic cell death",3,36,0.0023710729104919974,0.42345419819823027,0.6665058674947857,2,17,0.0012075578917459867,9606,Homo sapiens,"TNFSF10;CFLAR","","R-HSA-3465429;R-HSA-5675456"
R-HSA-372708,"p130Cas linkage to MAPK signaling for integrins",2,22,0.0014489890008562208,0.4255628079344844,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"VWF;FGG","","R-HSA-372693;R-HSA-372705;R-HSA-372697"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",2,22,0.0014489890008562208,0.4255628079344844,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"KL","","R-HSA-5654167;R-HSA-5654165;R-HSA-5654149"
R-HSA-727802,"Transport of nucleotide sugars",2,22,0.0014489890008562208,0.4255628079344844,0.6665058674947857,4,11,7.813609887768149E-4,9606,Homo sapiens,"SLC35D2","","R-HSA-174368;R-HSA-9792608;R-HSA-744231;R-HSA-744230"
R-HSA-9768759,"Regulation of NPAS4 gene expression",2,22,0.0014489890008562208,0.4255628079344844,0.6665058674947857,4,11,7.813609887768149E-4,9606,Homo sapiens,"AGO4;SRF","","R-HSA-9768788;R-HSA-9768832;R-HSA-9768829;R-HSA-9768782"
R-HSA-1483166,"Synthesis of PA",5,65,0.004281103866166107,0.42685390972195536,0.6665058674947857,3,17,0.0012075578917459867,9606,Homo sapiens,"GPD1;GPD1L;PLA2G5;AGPAT2","","R-HSA-75889;R-HSA-1602446;R-HSA-75885"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",8,109,0.007179081867878548,0.42911624471116605,0.6665058674947857,20,70,0.004972297201307004,9606,Homo sapiens,"MAPK10;RPS6KA5;RPS6KA2;PELI2;MAPKAPK2;S100A12;S100P;AGER;NFKB2","","R-HSA-168162;R-HSA-168166;R-HSA-937034;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-168136;R-HSA-450348;R-HSA-198669;R-HSA-199917;R-HSA-199895;R-HSA-937050;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-9630923;R-HSA-937044;R-HSA-450333;R-HSA-199935;R-HSA-9773803"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",8,109,0.007179081867878548,0.42911624471116605,0.6665058674947857,20,71,0.005043330018468533,9606,Homo sapiens,"MAPK10;RPS6KA5;RPS6KA2;PELI2;MAPKAPK2;S100A12;S100P;AGER;NFKB2","","R-HSA-168162;R-HSA-168166;R-HSA-937034;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-168136;R-HSA-450348;R-HSA-198669;R-HSA-199917;R-HSA-199895;R-HSA-937050;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-9630923;R-HSA-937044;R-HSA-450333;R-HSA-199935;R-HSA-9773803"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",8,109,0.007179081867878548,0.42911624471116605,0.6665058674947857,20,71,0.005043330018468533,9606,Homo sapiens,"MAPK10;RPS6KA5;RPS6KA2;PELI2;MAPKAPK2;S100A12;S100P;AGER;NFKB2","","R-HSA-168162;R-HSA-168166;R-HSA-937034;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-168136;R-HSA-450348;R-HSA-198669;R-HSA-199917;R-HSA-199895;R-HSA-937050;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-9630923;R-HSA-937044;R-HSA-450333;R-HSA-199935;R-HSA-9773803"
R-HSA-3214841,"PKMTs methylate histone lysines",4,51,0.00335901995653033,0.43353438755986984,0.6665058674947857,6,22,0.0015627219775536298,9606,Homo sapiens,"SETD2;SETD3;SMYD2;NFKB2","","R-HSA-5637686;R-HSA-8865237;R-HSA-5159245;R-HSA-5638141;R-HSA-5638157;R-HSA-4827383"
R-HSA-4086398,"Ca2+ pathway",6,81,0.005334914048606995,0.4436775551236053,0.6665058674947857,14,27,0.001917886063361273,9606,Homo sapiens,"PPP3CC;FZD5;AGO4;ITPR1;GNG11;PRKG1","","R-HSA-4518575;R-HSA-4551465;R-HSA-2730872;R-HSA-169680;R-HSA-398193;R-HSA-4420052;R-HSA-3965444;R-HSA-4551453;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585;R-HSA-398040;R-HSA-4551451"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,6,6,4.2619690296917176E-4,9606,Homo sapiens,"HBEGF","","R-HSA-8857555;R-HSA-8857583;R-HSA-8857565;R-HSA-8857549;R-HSA-9634702;R-HSA-8857577"
R-HSA-8964026,"Chylomicron clearance",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"LDLR","","R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808"
R-HSA-3656244,"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"PRELP","","R-HSA-3656230;R-HSA-9035949;R-HSA-9035950"
R-HSA-9645135,"STAT5 Activation",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"GAB2","","R-HSA-9645137;R-HSA-9645126;R-HSA-9645134"
R-HSA-3656225,"Defective CHST6 causes MCDC1",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,1,7.103281716152862E-5,9606,Homo sapiens,"PRELP","","R-HSA-3656269"
R-HSA-3656243,"Defective ST3GAL3 causes MCT12 and EIEE15",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,1,7.103281716152862E-5,9606,Homo sapiens,"PRELP","","R-HSA-3656258"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,2,4,2.841312686461145E-4,9606,Homo sapiens,"ESR1","","R-HSA-8932076;R-HSA-8932084"
R-HSA-434313,"Intracellular metabolism of fatty acids regulates insulin secretion",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,2,1.4206563432305724E-4,9606,Homo sapiens,"CD36","","R-HSA-434381"
R-HSA-8964011,"HDL clearance",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,2,5,3.5516408580764315E-4,9606,Homo sapiens,"AMN","","R-HSA-264848;R-HSA-264834"
R-HSA-2161517,"Abacavir transmembrane transport",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,3,2.1309845148458588E-4,9606,Homo sapiens,"ABCG2","","R-HSA-2161506"
R-HSA-8964572,"Lipid particle organization",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,4,2.841312686461145E-4,9606,Homo sapiens,"HSD17B11","","R-HSA-8862380"
R-HSA-447043,"Neurofascin interactions",1,9,5.927682276229994E-4,0.4476298678497812,0.6665058674947857,1,7,4.972297201307004E-4,9606,Homo sapiens,"NRCAM","","R-HSA-373730"
R-HSA-180292,"GAB1 signalosome",2,23,0.0015148521372587763,0.4477678040668527,0.6665058674947857,9,11,7.813609887768149E-4,9606,Homo sapiens,"TGFA;HBEGF","","R-HSA-177923;R-HSA-177939;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177941;R-HSA-177930;R-HSA-177944;R-HSA-177935"
R-HSA-163615,"PKA activation",2,23,0.0015148521372587763,0.4477678040668527,0.6665058674947857,3,4,2.841312686461145E-4,9606,Homo sapiens,"ADCY9;PRKAR2B","","R-HSA-111925;R-HSA-8951727;R-HSA-111930"
R-HSA-432142,"Platelet sensitization by LDL",2,23,0.0015148521372587763,0.4477678040668527,0.6665058674947857,4,9,6.392953544537576E-4,9606,Homo sapiens,"PECAM1;PPP2R5A","","R-HSA-210294;R-HSA-210277;R-HSA-432143;R-HSA-435244"
R-HSA-2142845,"Hyaluronan metabolism",2,23,0.0015148521372587763,0.4477678040668527,0.6665058674947857,4,13,9.234266230998721E-4,9606,Homo sapiens,"HYAL1;LYVE1","","R-HSA-2160915;R-HSA-2160884;R-HSA-2160874;R-HSA-2160892"
R-HSA-5625900,"RHO GTPases activate CIT",2,23,0.0015148521372587763,0.4477678040668527,0.6665058674947857,1,6,4.2619690296917176E-4,9606,Homo sapiens,"MYL6;MYH11","","R-HSA-5671919"
R-HSA-2142691,"Synthesis of Leukotrienes (LT) and Eoxins (EX)",4,52,0.0034248830929328854,0.44798105472032024,0.6665058674947857,10,20,0.0014206563432305726,9606,Homo sapiens,"ALOX5AP;MAPKAPK2;DPEP2;CYP4B1","","R-HSA-2161792;R-HSA-2161745;R-HSA-211873;R-HSA-265296;R-HSA-266050;R-HSA-9707186;R-HSA-266051;R-HSA-2161768;R-HSA-266012;R-HSA-429016"
R-HSA-112043,"PLC beta mediated events",5,67,0.004412830138971218,0.45229618790416937,0.6665058674947857,10,32,0.002273050149168916,9606,Homo sapiens,"ADCY9;PRKAR2B;GNA11;PRKCD;ITPR1","","R-HSA-169683;R-HSA-169680;R-HSA-111970;R-HSA-112037;R-HSA-111925;R-HSA-111879;R-HSA-8951727;R-HSA-111930;R-HSA-111870;R-HSA-111966"
R-HSA-186712,"Regulation of beta-cell development",5,67,0.004412830138971218,0.45229618790416937,0.6665058674947857,5,26,0.0018468532461997443,9606,Homo sapiens,"NR5A2;MAMLD1;FOXO1;FOXA2","","R-HSA-1980047;R-HSA-210773;R-HSA-211178;R-HSA-211272;R-HSA-211164"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",3,38,0.002502799183297109,0.4577084142154031,0.6665058674947857,3,14,9.944594402614007E-4,9606,Homo sapiens,"PRKCD;S100A9;S100A8","","R-HSA-9626848;R-HSA-9626817;R-HSA-5668629"
R-HSA-168898,"Toll-like Receptor Cascades",14,202,0.013304353553316208,0.4620662610201228,0.6665058674947857,45,198,0.014064497797982668,9606,Homo sapiens,"PELI2;FGG;AGER;NFKB2;SIGIRR;MAPK10;RPS6KA5;RPS6KA2;MAPKAPK2;MAL;S100A12;S100P;CD36;S100A9;S100A8","","R-HSA-166082;R-HSA-5432849;R-HSA-937034;R-HSA-2201316;R-HSA-2559456;R-HSA-166091;R-HSA-168136;R-HSA-2201322;R-HSA-166286;R-HSA-198669;R-HSA-166284;R-HSA-2559464;R-HSA-2559414;R-HSA-8870678;R-HSA-199895;R-HSA-937050;R-HSA-2262775;R-HSA-450257;R-HSA-166362;R-HSA-198746;R-HSA-166363;R-HSA-9630923;R-HSA-937044;R-HSA-450333;R-HSA-2262777;R-HSA-975122;R-HSA-168162;R-HSA-168166;R-HSA-8869667;R-HSA-199910;R-HSA-166119;R-HSA-198756;R-HSA-450222;R-HSA-975142;R-HSA-450348;R-HSA-937059;R-HSA-975139;R-HSA-199917;R-HSA-937022;R-HSA-168950;R-HSA-168053;R-HSA-937079;R-HSA-166072;R-HSA-199935;R-HSA-9773803"
R-HSA-76009,"Platelet Aggregation (Plug Formation)",4,53,0.003490746229335441,0.4623098210706684,0.6665058674947857,17,27,0.001917886063361273,9606,Homo sapiens,"PTPN1;VWF;FGG;MPL","","R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-429441;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-443926;R-HSA-372693;R-HSA-354165;R-HSA-354066;R-HSA-372697;R-HSA-354073;R-HSA-429529"
R-HSA-1489509,"DAG and IP3 signaling",4,53,0.003490746229335441,0.4623098210706684,0.6665058674947857,8,28,0.0019889188805228015,9606,Homo sapiens,"ADCY9;PRKAR2B;PRKCD;ITPR1","","R-HSA-169683;R-HSA-169680;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-198314;R-HSA-111930;R-HSA-111966"
R-HSA-5654710,"PI-3K cascade:FGFR3",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,6,7,4.972297201307004E-4,9606,Homo sapiens,"FGFR3","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654637"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,6,9,6.392953544537576E-4,9606,Homo sapiens,"RPS6KA2;HBEGF","","R-HSA-199895;R-HSA-2179415;R-HSA-198746;R-HSA-2179387;R-HSA-2179402;R-HSA-2179407"
R-HSA-140179,"Amine Oxidase reactions",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,5,8,5.68262537292229E-4,9606,Homo sapiens,"MAOB;MAOA","","R-HSA-141186;R-HSA-141202;R-HSA-141200;R-HSA-9677929;R-HSA-9677917"
R-HSA-9754189,"Germ layer formation at gastrulation",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,4,11,7.813609887768149E-4,9606,Homo sapiens,"SOX2","","R-HSA-9756661;R-HSA-9754480;R-HSA-452353;R-HSA-480378"
R-HSA-449836,"Other interleukin signaling",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,2,17,0.0012075578917459867,9606,Homo sapiens,"CSF3;CSF3R","","R-HSA-8854738;R-HSA-6787737"
R-HSA-844456,"The NLRP3 inflammasome",2,24,0.0015807152736613318,0.4694809031832683,0.6665058674947857,2,18,0.0012785907089075152,9606,Homo sapiens,"CASP1;NFKB2","","R-HSA-9603905;R-HSA-844612"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",3,39,0.002568662319699664,0.4745099934080277,0.6665058674947857,14,15,0.0010654922574229295,9606,Homo sapiens,"KL;SPRY2","","R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-5654672;R-HSA-1295604;R-HSA-5654673;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-934559;R-HSA-1295622;R-HSA-1295621;R-HSA-5654560;R-HSA-1295599"
R-HSA-397795,"G-protein beta:gamma signalling",3,39,0.002568662319699664,0.4745099934080277,0.6665058674947857,13,15,0.0010654922574229295,9606,Homo sapiens,"GNG11;ARHGEF6;PIK3R5","","R-HSA-392295;R-HSA-8964619;R-HSA-8964271;R-HSA-392300;R-HSA-8964614;R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964317;R-HSA-398193;R-HSA-8964241;R-HSA-398040;R-HSA-8964599"
R-HSA-354192,"Integrin signaling",3,39,0.002568662319699664,0.4745099934080277,0.6665058674947857,15,24,0.001704787611876687,9606,Homo sapiens,"PTPN1;VWF;FGG","","R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-429441;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-372693;R-HSA-354165;R-HSA-354066;R-HSA-372697;R-HSA-354073"
R-HSA-112316,"Neuronal System",33,490,0.03227293683725219,0.47497786252622,0.6665058674947857,74,221,0.015698252592697828,9606,Homo sapiens,"GRIA1;MAOB;MAOA;STXBP1;SLC1A1;RASGRF1;PPM1E;KIF17;NCALD;PPM1F;NRGN;PRKAR2B;EPB41L1;ERBB4;RPS6KA2;GLUL;SLC18A2;UNC13B;ACE;KCNJ15;CACNA2D2;GNG11;SYN2;PPFIBP1;ADCY9;GNAL;KCNQ1;KCNS3;ERG;SHANK2;KCNK3","","R-HSA-141186;R-HSA-888589;R-HSA-379395;R-HSA-6794351;R-HSA-421007;R-HSA-392206;R-HSA-442760;R-HSA-374922;R-HSA-6794344;R-HSA-9619843;R-HSA-9610627;R-HSA-6794357;R-HSA-1013020;R-HSA-438037;R-HSA-6797554;R-HSA-6794353;R-HSA-6797553;R-HSA-9619467;R-HSA-1013013;R-HSA-380574;R-HSA-1013012;R-HSA-372505;R-HSA-372519;R-HSA-432162;R-HSA-9612085;R-HSA-8951727;R-HSA-170666;R-HSA-9618750;R-HSA-170671;R-HSA-380586;R-HSA-170674;R-HSA-9029434;R-HSA-372529;R-HSA-111925;R-HSA-9620004;R-HSA-9610408;R-HSA-372542;R-HSA-170686;R-HSA-380869;R-HSA-416320;R-HSA-9677917;R-HSA-70606;R-HSA-451283;R-HSA-399711;R-HSA-388824;R-HSA-8849881;R-HSA-416985;R-HSA-380901;R-HSA-442724;R-HSA-1299318;R-HSA-399712;R-HSA-210404;R-HSA-6797568;R-HSA-420975;R-HSA-9618811;R-HSA-451311;R-HSA-500717;R-HSA-442732;R-HSA-9619449;R-HSA-1296127;R-HSA-380905;R-HSA-420980;R-HSA-379382;R-HSA-9618785;R-HSA-9619430;R-HSA-442739;R-HSA-374899;R-HSA-420977;R-HSA-210420;R-HSA-374909;R-HSA-210426;R-HSA-416639;R-HSA-210430;R-HSA-917744"
R-HSA-75153,"Apoptotic execution phase",4,54,0.0035566093657379964,0.47650612352503674,0.6665058674947857,4,57,0.004048870578207132,9606,Homo sapiens,"PRKCD;MRC1;PKP1;PRKCQ","","R-HSA-201603;R-HSA-351936;R-HSA-201595;R-HSA-212552"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,8,8,5.68262537292229E-4,9606,Homo sapiens,"ESR1","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021;R-HSA-8932070"
R-HSA-9032845,"Activated NTRK2 signals through CDK5",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,6,6,4.2619690296917176E-4,9606,Homo sapiens,"NTRK2","","R-HSA-9032841;R-HSA-9033292;R-HSA-9033276;R-HSA-9032863;R-HSA-9033284;R-HSA-9032854"
R-HSA-8849473,"PTK6 Expression",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"EPAS1","","R-HSA-8848804;R-HSA-8856930;R-HSA-8848812"
R-HSA-9031528,"NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"RXRA","","R-HSA-9608048;R-HSA-9608039"
R-HSA-9031525,"NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"RXRA","","R-HSA-9623366;R-HSA-9623365"
R-HSA-1912399,"Pre-NOTCH Processing in the Endoplasmic Reticulum",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"NOTCH4","","R-HSA-1912349;R-HSA-1912353"
R-HSA-190371,"FGFR3b ligand binding and activation",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"FGFR3","","R-HSA-190385;R-HSA-190263"
R-HSA-9632974,"NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"RXRA","","R-HSA-9028524;R-HSA-9605051"
R-HSA-5336415,"Uptake and function of diphtheria toxin",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,4,5,3.5516408580764315E-4,9606,Homo sapiens,"HBEGF","","R-HSA-5336417;R-HSA-5336420;R-HSA-5336422;R-HSA-5336413"
R-HSA-187015,"Activation of TRKA receptors",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,4,8,5.68262537292229E-4,9606,Homo sapiens,"NTRK2","","R-HSA-9612996;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-177162,"Conjugation of phenylacetate with glutamine",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,1,2,1.4206563432305724E-4,9606,Homo sapiens,"ACSM5","","R-HSA-177157"
R-HSA-139915,"Activation of PUMA and translocation to mitochondria",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,2,5,3.5516408580764315E-4,9606,Homo sapiens,"TP73","","R-HSA-139913;R-HSA-4331340"
R-HSA-210455,"Astrocytic Glutamate-Glutamine Uptake And Metabolism",1,10,6.586313640255549E-4,0.48289390114365816,0.6665058674947857,1,3,2.1309845148458588E-4,9606,Homo sapiens,"GLUL","","R-HSA-70606"
